t,P_L,P_S1,P_S2,P_S3,P_R,norm
1772.4752,1.621426e-01,7.821043e-03,2.263989e-01,1.167875e-02,3.066474e-01,0.9999999999
1775.8195,1.596729e-01,7.841279e-03,2.255158e-01,1.173861e-02,3.102065e-01,0.9999999999
1779.1638,1.572512e-01,7.853782e-03,2.246025e-01,1.179263e-02,3.138437e-01,0.9999999999
1782.5081,1.548150e-01,7.875391e-03,2.236783e-01,1.185411e-02,3.174403e-01,0.9999999999
1785.8524,1.524186e-01,7.882817e-03,2.227683e-01,1.188948e-02,3.210455e-01,0.9999999999
1789.1966,1.499991e-01,7.909949e-03,2.217754e-01,1.193922e-02,3.247635e-01,0.9999999999
1792.5409,1.476263e-01,7.914817e-03,2.208518e-01,1.197184e-02,3.283534e-01,0.9999999999
1795.8852,1.452401e-01,7.941011e-03,2.198600e-01,1.199913e-02,3.320859e-01,0.9999999999
1799.2295,1.428911e-01,7.949148e-03,2.188575e-01,1.202839e-02,3.357755e-01,0.9999999999
1802.5738,1.405197e-01,7.969069e-03,2.178767e-01,1.204644e-02,3.394463e-01,0.9999999999
1805.9181,1.382077e-01,7.980890e-03,2.168711e-01,1.205226e-02,3.432245e-01,0.9999999999
1809.2624,1.358659e-01,8.000470e-03,2.158076e-01,1.207222e-02,3.469088e-01,0.9999999999
1812.6067,1.335661e-01,8.005300e-03,2.148422e-01,1.206481e-02,3.506689e-01,0.9999999999
1815.9510,1.312683e-01,8.029324e-03,2.137423e-01,1.206077e-02,3.544188e-01,0.9999999999
1819.2953,1.289835e-01,8.030246e-03,2.127312e-01,1.205995e-02,3.581884e-01,0.9999999999
1822.6396,1.267277e-01,8.052889e-03,2.116753e-01,1.203666e-02,3.619104e-01,0.9999999999
1825.9839,1.244594e-01,8.049723e-03,2.105836e-01,1.201671e-02,3.657454e-01,0.9999999999
1829.3282,1.222404e-01,8.071261e-03,2.095651e-01,1.200048e-02,3.694703e-01,0.9999999999
1832.6724,1.200065e-01,8.069075e-03,2.084541e-01,1.195549e-02,3.732567e-01,0.9999999999
1836.0167,1.178091e-01,8.080889e-03,2.073800e-01,1.192970e-02,3.770751e-01,0.9999999999
1839.3610,1.156150e-01,8.078691e-03,2.063294e-01,1.188572e-02,3.808090e-01,0.9999999999
1842.7053,1.134493e-01,8.090796e-03,2.052106e-01,1.183474e-02,3.846166e-01,0.9999999999
1846.0496,1.112857e-01,8.079484e-03,2.041234e-01,1.178948e-02,3.884235e-01,0.9999999999
1849.3939,1.091574e-01,8.088682e-03,2.030677e-01,1.173015e-02,3.921473e-01,0.9999999999
1852.7382,1.070265e-01,8.077317e-03,2.019233e-01,1.166645e-02,3.959849e-01,0.9999999999
1856.0825,1.049393e-01,8.076964e-03,2.008714e-01,1.160702e-02,3.997385e-01,0.9999999999
1859.4268,1.028331e-01,8.064741e-03,1.997432e-01,1.153146e-02,4.034859e-01,0.9999999999
1862.7711,1.008022e-01,8.056718e-03,1.986685e-01,1.145666e-02,4.073028e-01,0.9999999999
1866.1154,9.871638e-02,8.041279e-03,1.975515e-01,1.138461e-02,4.110244e-01,0.9999999999
1869.4597,9.672761e-02,8.029250e-03,1.964711e-01,1.129310e-02,4.147688e-01,0.9999999999
1872.8040,9.470198e-02,8.003123e-03,1.953470e-01,1.121000e-02,4.185707e-01,0.9999999999
1876.1483,9.271930e-02,7.989496e-03,1.942836e-01,1.112442e-02,4.222238e-01,0.9999999999
1879.4925,9.076194e-02,7.960674e-03,1.931541e-01,1.102096e-02,4.260178e-01,0.9999999999
1882.8368,8.881932e-02,7.930593e-03,1.920691e-01,1.092895e-02,4.296887e-01,0.9999999999
1886.1811,8.688660e-02,7.904327e-03,1.909902e-01,1.083192e-02,4.334169e-01,0.9999999999
1889.5254,8.501032e-02,7.867491e-03,1.898673e-01,1.071699e-02,4.370706e-01,0.9999999999
1892.8697,8.310990e-02,7.827532e-03,1.887915e-01,1.062223e-02,4.408023e-01,0.9999999999
1896.2140,8.127854e-02,7.791107e-03,1.877181e-01,1.050485e-02,4.443857e-01,0.9999999999
1899.5583,7.943687e-02,7.741730e-03,1.865847e-01,1.039446e-02,4.481137e-01,0.9999999999
1902.9026,7.763079e-02,7.695011e-03,1.855498e-01,1.028304e-02,4.516702e-01,0.9999999999
1906.2469,7.586014e-02,7.645538e-03,1.844412e-01,1.016065e-02,4.553352e-01,0.9999999999
1909.5912,7.409241e-02,7.584563e-03,1.833462e-01,1.004486e-02,4.588910e-01,0.9999999999
1912.9355,7.236111e-02,7.529221e-03,1.823123e-01,9.927451e-03,4.625108e-01,0.9999999999
1916.2798,7.066044e-02,7.466647e-03,1.811929e-01,9.793520e-03,4.660051e-01,0.9999999999
1919.6241,6.897839e-02,7.395786e-03,1.801378e-01,9.683472e-03,4.696216e-01,0.9999999999
1922.9684,6.730746e-02,7.328109e-03,1.790866e-01,9.546350e-03,4.730716e-01,0.9999999999
1926.3126,6.570172e-02,7.256173e-03,1.779769e-01,9.425264e-03,4.765997e-01,0.9999999999
1929.6569,6.408200e-02,7.170235e-03,1.769624e-01,9.293075e-03,4.800833e-01,0.9999999999
1933.0012,6.250087e-02,7.098970e-03,1.758632e-01,9.169614e-03,4.835158e-01,0.9999999999
1936.3455,6.097303e-02,7.004515e-03,1.748234e-01,9.030621e-03,4.869503e-01,0.9999999999
1939.6898,5.942193e-02,6.920701e-03,1.737686e-01,8.909770e-03,4.903861e-01,0.9999999999
1943.0341,5.794621e-02,6.827375e-03,1.727159e-01,8.769148e-03,4.937235e-01,0.9999999999
1946.3784,5.647106e-02,6.729954e-03,1.716457e-01,8.644504e-03,4.971357e-01,0.9999999999
1949.7227,5.502481e-02,6.629956e-03,1.706480e-01,8.507122e-03,5.004270e-01,0.9999999999
1953.0670,5.362079e-02,6.533436e-03,1.695491e-01,8.378677e-03,5.037736e-01,0.9999999999
1956.4113,5.223078e-02,6.416127e-03,1.685427e-01,8.241882e-03,5.070457e-01,0.9999999999
1959.7556,5.086656e-02,6.318191e-03,1.674961e-01,8.115295e-03,5.102927e-01,0.9999999999
1963.0999,4.955254e-02,6.200890e-03,1.664650e-01,7.976348e-03,5.135709e-01,0.9999999999
1966.4442,4.823530e-02,6.084636e-03,1.654082e-01,7.850636e-03,5.167246e-01,0.9999999999
1969.7885,4.696634e-02,5.969383e-03,1.644239e-01,7.714152e-03,5.199570e-01,0.9999999999
1973.1327,4.573029e-02,5.851907e-03,1.633396e-01,7.586585e-03,5.230825e-01,0.9999999999
1976.4770,4.449398e-02,5.719095e-03,1.623652e-01,7.454065e-03,5.262246e-01,0.9999999999
1979.8213,4.332316e-02,5.608083e-03,1.613067e-01,7.324684e-03,5.293254e-01,0.9999999999
1983.1656,4.214860e-02,5.468412e-03,1.602916e-01,7.195664e-03,5.323955e-01,0.9999999999
1986.5099,4.102149e-02,5.346670e-03,1.592956e-01,7.068929e-03,5.354548e-01,0.9999999999
1989.8542,3.990932e-02,5.214233e-03,1.582419e-01,6.937056e-03,5.384573e-01,0.9999999999
1993.1985,3.884267e-02,5.080276e-03,1.572444e-01,6.817092e-03,5.414604e-01,0.9999999999
1996.5428,3.777119e-02,4.946843e-03,1.562481e-01,6.686081e-03,5.444324e-01,0.9999999999
1999.8871,3.677221e-02,4.816429e-03,1.551909e-01,6.565304e-03,5.473423e-01,0.9999999999
2003.2314,3.575377e-02,4.670792e-03,1.542229e-01,6.440528e-03,5.502738e-01,0.9999999999
2006.5757,3.479780e-02,4.545265e-03,1.531988e-01,6.319163e-03,5.531495e-01,0.9999999999
2009.9200,3.384670e-02,4.400017e-03,1.521723e-01,6.199815e-03,5.559893e-01,0.9999999999
2013.2643,3.293870e-02,4.264669e-03,1.512044e-01,6.077917e-03,5.588179e-01,0.9999999999
2016.6086,3.203243e-02,4.128864e-03,1.501630e-01,5.961439e-03,5.616204e-01,0.9999999999
2019.9528,3.119052e-02,3.988536e-03,1.491762e-01,5.846943e-03,5.643837e-01,0.9999999999
2023.2971,3.032674e-02,3.850475e-03,1.481813e-01,5.727846e-03,5.670941e-01,0.9999999999
2026.6414,2.953196e-02,3.718174e-03,1.471584e-01,5.615735e-03,5.698590e-01,0.9999999999
2029.9857,2.873280e-02,3.575367e-03,1.461761e-01,5.506732e-03,5.724941e-01,0.9999999999
2033.3300,2.797088e-02,3.444073e-03,1.451744e-01,5.390671e-03,5.751416e-01,0.9999999999
2036.6743,2.723017e-02,3.310146e-03,1.441710e-01,5.285155e-03,5.778354e-01,0.9999999999
2040.0186,2.651806e-02,3.172808e-03,1.431732e-01,5.176537e-03,5.803254e-01,0.9999999999
2043.3629,2.581366e-02,3.046041e-03,1.421953e-01,5.071438e-03,5.830008e-01,0.9999999999
2046.7072,2.516106e-02,2.913635e-03,1.411711e-01,4.963906e-03,5.854598e-01,0.9999999999
2050.0515,2.449563e-02,2.784131e-03,1.402109e-01,4.866009e-03,5.880237e-01,0.9999999999
2053.3958,2.388457e-02,2.661874e-03,1.391940e-01,4.758956e-03,5.904850e-01,0.9999999999
2056.7401,2.327438e-02,2.534214e-03,1.382123e-01,4.665341e-03,5.929537e-01,0.9999999999
2060.0844,2.269460e-02,2.413850e-03,1.372329e-01,4.561365e-03,5.953620e-01,0.9999999999
2063.4287,2.213373e-02,2.295873e-03,1.362291e-01,4.468883e-03,5.978211e-01,0.9999999999
2066.7729,2.159467e-02,2.177263e-03,1.352429e-01,4.373144e-03,6.001094e-01,0.9999999999
2070.1172,2.107313e-02,2.064709e-03,1.342869e-01,4.278804e-03,6.025446e-01,0.9999999999
2073.4615,2.057341e-02,1.953951e-03,1.332559e-01,4.186264e-03,6.048219e-01,0.9999999999
2076.8058,2.009391e-02,1.845007e-03,1.323169e-01,4.102176e-03,6.071100e-01,0.9999999999
2080.1501,1.962865e-02,1.740904e-03,1.313169e-01,4.002129e-03,6.094114e-01,0.9999999999
2083.4944,1.918788e-02,1.639632e-03,1.303361e-01,3.929205e-03,6.116399e-01,0.9999999999
2086.8387,1.876124e-02,1.539374e-03,1.293802e-01,3.831619e-03,6.138319e-01,0.9999999999
2090.1830,1.834899e-02,1.447093e-03,1.283760e-01,3.755028e-03,6.160685e-01,0.9999999999
2093.5273,1.796631e-02,1.352642e-03,1.274362e-01,3.670506e-03,6.182095e-01,0.9999999999
2096.8716,1.758023e-02,1.265836e-03,1.264488e-01,3.590211e-03,6.203233e-01,0.9999999999
2100.2159,1.723133e-02,1.181244e-03,1.254807e-01,3.508061e-03,6.225024e-01,0.9999999999
2103.5602,1.688300e-02,1.098784e-03,1.245289e-01,3.438141e-03,6.245318e-01,0.9999999999
2106.9045,1.655609e-02,1.021440e-03,1.235652e-01,3.350926e-03,6.266149e-01,0.9999999999
2110.2488,1.624490e-02,9.482074e-04,1.225925e-01,3.286499e-03,6.286806e-01,0.9999999999
2113.5930,1.594479e-02,8.750951e-04,1.216625e-01,3.206827e-03,6.306559e-01,0.9999999999
2116.9373,1.566076e-02,8.099819e-04,1.206923e-01,3.137999e-03,6.326677e-01,0.9999999999
2120.2816,1.539122e-02,7.447325e-04,1.197529e-01,3.065942e-03,6.346571e-01,0.9999999999
2123.6259,1.513035e-02,6.847050e-04,1.188052e-01,2.999924e-03,6.365349e-01,0.9999999999
2126.9702,1.488964e-02,6.274023e-04,1.178745e-01,2.927741e-03,6.385504e-01,0.9999999999
2130.3145,1.465433e-02,5.738586e-04,1.169216e-01,2.868393e-03,6.403586e-01,0.9999999999
2133.6588,1.443227e-02,5.227203e-04,1.160117e-01,2.796516e-03,6.422781e-01,0.9999999999
2137.0031,1.422935e-02,4.760516e-04,1.150651e-01,2.738650e-03,6.441490e-01,0.9999999999
2140.3474,1.402246e-02,4.309089e-04,1.141547e-01,2.675807e-03,6.459173e-01,0.9999999999
2143.6917,1.384587e-02,3.901041e-04,1.132392e-01,2.612588e-03,6.477764e-01,0.9999999999
2147.0360,1.365705e-02,3.515753e-04,1.123100e-01,2.556069e-03,6.495664e-01,0.9999999999
2150.3803,1.350472e-02,3.157526e-04,1.114291e-01,2.500088e-03,6.512681e-01,0.9999999999
2153.7246,1.333295e-02,2.830083e-04,1.105035e-01,2.436686e-03,6.530888e-01,0.9999999999
2157.0689,1.319829e-02,2.525619e-04,1.096206e-01,2.390612e-03,6.547682e-01,0.9999999999
2160.4131,1.304956e-02,2.248044e-04,1.087331e-01,2.329581e-03,6.564604e-01,0.9999999999
2163.7574,1.292870e-02,1.993510e-04,1.078325e-01,2.280359e-03,6.581735e-01,0.9999999999
2167.1017,1.279654e-02,1.757615e-04,1.069766e-01,2.229283e-03,6.598208e-01,0.9999999999
2170.4460,1.269449e-02,1.551562e-04,1.060929e-01,2.177280e-03,6.614355e-01,0.9999999999
2173.7903,1.257724e-02,1.358735e-04,1.052192e-01,2.130209e-03,6.631050e-01,0.9999999999
2177.1346,1.248685e-02,1.182183e-04,1.043869e-01,2.083223e-03,6.646728e-01,0.9999999999
2180.4789,1.238853e-02,1.036201e-04,1.035103e-01,2.033808e-03,6.662451e-01,0.9999999999
2183.8232,1.230839e-02,8.899984e-05,1.026742e-01,1.993040e-03,6.678667e-01,0.9999999999
2187.1675,1.222329e-02,7.731449e-05,1.018473e-01,1.946270e-03,6.693363e-01,0.9999999999
2190.5118,1.215755e-02,6.600148e-05,1.009983e-01,1.903696e-03,6.709136e-01,0.9999999999
2193.8561,1.208098e-02,5.689389e-05,1.001956e-01,1.864704e-03,6.724375e-01,0.9999999999
2197.2004,1.202702e-02,4.811692e-05,9.936109e-02,1.821366e-03,6.738440e-01,0.9999999999
2200.5447,1.196424e-02,4.113766e-05,9.857344e-02,1.783990e-03,6.754528e-01,0.9999999999
2203.8889,1.191394e-02,3.453583e-05,9.775698e-02,1.746526e-03,6.767750e-01,0.9999999999
2207.2332,1.186375e-02,2.956055e-05,9.697949e-02,1.708215e-03,6.783131e-01,0.9999999999
2210.5775,1.182383e-02,2.433927e-05,9.617816e-02,1.672986e-03,6.797050e-01,0.9999999999
2213.9218,1.177648e-02,2.093838e-05,9.542974e-02,1.640896e-03,6.810996e-01,0.9999999999
2217.2661,1.174665e-02,1.734815e-05,9.462952e-02,1.602710e-03,6.825205e-01,0.9999999999
2220.6104,1.170734e-02,1.462159e-05,9.389631e-02,1.575457e-03,6.839024e-01,0.9999999999
2223.9547,1.168004e-02,1.237502e-05,9.313436e-02,1.541604e-03,6.852259e-01,0.9999999999
2227.2990,1.164894e-02,1.054603e-05,9.239054e-02,1.511183e-03,6.866331e-01,0.9999999999
2230.6433,1.162389e-02,8.818192e-06,9.165642e-02,1.484310e-03,6.879318e-01,0.9999999999
2233.9876,1.160083e-02,7.938807e-06,9.094287e-02,1.455086e-03,6.892549e-01,0.9999999999
2237.3319,1.157617e-02,6.625136e-06,9.019596e-02,1.427170e-03,6.905915e-01,0.9999999999
2240.6762,1.155493e-02,6.176287e-06,8.952429e-02,1.405237e-03,6.918569e-01,0.9999999999
2244.0205,1.153884e-02,5.515148e-06,8.879117e-02,1.375097e-03,6.931538e-01,0.9999999999
2247.3648,1.151383e-02,5.176522e-06,8.811238e-02,1.357087e-03,6.944300e-01,0.9999999999
2250.7090,1.149945e-02,4.972138e-06,8.743454e-02,1.330147e-03,6.956862e-01,0.9999999999
2254.0533,1.147926e-02,5.011207e-06,8.673837e-02,1.310839e-03,6.969047e-01,0.9999999999
2257.3976,1.146204e-02,4.917042e-06,8.609145e-02,1.289958e-03,6.982195e-01,0.9999999999
2260.7419,1.144071e-02,5.380214e-06,8.541902e-02,1.270229e-03,6.993273e-01,0.9999999999
2264.0862,1.142584e-02,5.554045e-06,8.476608e-02,1.250838e-03,7.006659e-01,0.9999999999
2267.4305,1.140122e-02,6.304216e-06,8.413756e-02,1.236151e-03,7.017763e-01,0.9999999999
2270.7748,1.138357e-02,6.895105e-06,8.347608e-02,1.215657e-03,7.030196e-01,0.9999999999
2274.1191,1.136027e-02,7.904254e-06,8.287361e-02,1.203719e-03,7.041958e-01,0.9999999999
2277.4634,1.133450e-02,9.102732e-06,8.223926e-02,1.187214e-03,7.053669e-01,0.9999999999
2280.8077,1.131279e-02,1.061085e-05,8.162434e-02,1.174118e-03,7.065294e-01,0.9999999999
2284.1520,1.128215e-02,1.206435e-05,8.102698e-02,1.161677e-03,7.077205e-01,0.9999999999
2287.4963,1.125168e-02,1.467817e-05,8.043082e-02,1.150474e-03,7.088163e-01,0.9999999999
2290.8406,1.122377e-02,1.667735e-05,7.982018e-02,1.138296e-03,7.100271e-01,0.9999999999
2294.1849,1.118442e-02,1.969019e-05,7.926500e-02,1.131031e-03,7.111025e-01,0.9999999999
2297.5291,1.114757e-02,2.334267e-05,7.866557e-02,1.120079e-03,7.122797e-01,0.9999999999
2300.8734,1.111138e-02,2.676001e-05,7.810302e-02,1.113135e-03,7.133719e-01,0.9999999999
2304.2177,1.105824e-02,3.151278e-05,7.753831e-02,1.107335e-03,7.145114e-01,0.9999999999
2307.5620,1.102411e-02,3.653563e-05,7.698848e-02,1.099079e-03,7.156002e-01,0.9999999999
2310.9063,1.095860e-02,4.198568e-05,7.641236e-02,1.096630e-03,7.167395e-01,0.9999999999
2314.2506,1.091764e-02,4.871833e-05,7.590665e-02,1.091311e-03,7.177981e-01,0.9999999999
2317.5949,1.085059e-02,5.567784e-05,7.532027e-02,1.087425e-03,7.189370e-01,0.9999999999
2320.9392,1.079359e-02,6.338144e-05,7.482738e-02,1.088123e-03,7.199986e-01,0.9999999999
2324.2835,1.072313e-02,7.273768e-05,7.427020e-02,1.083289e-03,7.211055e-01,0.9999999999
2327.6278,1.066022e-02,8.167063e-05,7.375769e-02,1.085601e-03,7.221709e-01,0.9999999999
2330.9721,1.057700e-02,9.259115e-05,7.323909e-02,1.085756e-03,7.232858e-01,0.9999999999
2334.3164,1.050558e-02,1.039511e-04,7.271926e-02,1.085989e-03,7.243134e-01,0.9999999999
2337.6607,1.042056e-02,1.163969e-04,7.221061e-02,1.090481e-03,7.254434e-01,0.9999999999
2341.0050,1.033151e-02,1.294904e-04,7.171289e-02,1.092194e-03,7.264757e-01,0.9999999999
2344.3492,1.024352e-02,1.446789e-04,7.118856e-02,1.097699e-03,7.275647e-01,0.9999999999
2347.6935,1.014485e-02,1.586743e-04,7.072179e-02,1.102316e-03,7.286315e-01,0.9999999999
2351.0378,1.004546e-02,1.772070e-04,7.019765e-02,1.108678e-03,7.297021e-01,0.9999999999
2354.3821,9.942540e-03,1.923999e-04,6.971796e-02,1.115950e-03,7.307517e-01,0.9999999999
2357.7264,9.829717e-03,2.126550e-04,6.923604e-02,1.124102e-03,7.318510e-01,0.9999999999
2361.0707,9.719808e-03,2.316989e-04,6.873463e-02,1.132153e-03,7.328681e-01,0.9999999999
2364.4150,9.602349e-03,2.519743e-04,6.825805e-02,1.143860e-03,7.339934e-01,0.9999999999
2367.7593,9.475603e-03,2.735675e-04,6.778185e-02,1.152430e-03,7.349820e-01,0.9999999999
2371.1036,9.357671e-03,2.976047e-04,6.729187e-02,1.166279e-03,7.361336e-01,0.9999999999
2374.4479,9.219662e-03,3.183560e-04,6.681676e-02,1.177439e-03,7.371142e-01,0.9999999999
2377.7922,9.091462e-03,3.460626e-04,6.634891e-02,1.191889e-03,7.382417e-01,0.9999999999
2381.1365,8.951051e-03,3.689350e-04,6.585781e-02,1.205516e-03,7.392798e-01,0.9999999999
2384.4808,8.809445e-03,3.966121e-04,6.539744e-02,1.222854e-03,7.403443e-01,0.9999999999
2387.8251,8.666075e-03,4.231304e-04,6.491991e-02,1.235819e-03,7.414321e-01,0.9999999999
2391.1693,8.516586e-03,4.512470e-04,6.443611e-02,1.256781e-03,7.424810e-01,0.9999999999
2394.5136,8.363095e-03,4.788787e-04,6.398719e-02,1.272632e-03,7.435679e-01,0.9999999999
2397.8579,8.212882e-03,5.101196e-04,6.348692e-02,1.291517e-03,7.446308e-01,0.9999999999
2401.2022,8.049980e-03,5.366286e-04,6.303476e-02,1.313128e-03,7.457139e-01,0.9999999999
2404.5465,7.892488e-03,5.702504e-04,6.255463e-02,1.332343e-03,7.467864e-01,0.9999999999
2407.8908,7.728581e-03,5.984592e-04,6.207676e-02,1.354377e-03,7.478675e-01,0.9999999999
2411.2351,7.563994e-03,6.303458e-04,6.161190e-02,1.377486e-03,7.489436e-01,0.9999999999
2414.5794,7.393577e-03,6.618252e-04,6.113104e-02,1.399662e-03,7.500544e-01,0.9999999999
2417.9237,7.228856e-03,6.929207e-04,6.065006e-02,1.425516e-03,7.510828e-01,0.9999999999
2421.2680,7.051978e-03,7.239073e-04,6.019227e-02,1.448198e-03,7.522573e-01,0.9999999999
2424.6123,6.884646e-03,7.575262e-04,5.968316e-02,1.476217e-03,7.532606e-01,0.9999999999
2427.9566,6.705814e-03,7.852980e-04,5.923353e-02,1.501646e-03,7.544328e-01,0.9999999999
2431.3009,6.534369e-03,8.210688e-04,5.873315e-02,1.528114e-03,7.554647e-01,0.9999999999
2434.6452,6.356094e-03,8.484226e-04,5.825201e-02,1.558575e-03,7.566366e-01,0.9999999999
2437.9894,6.181153e-03,8.805009e-04,5.777353e-02,1.584298e-03,7.576615e-01,0.9999999999
2441.3337,6.001888e-03,9.114728e-04,5.727948e-02,1.615860e-03,7.588411e-01,0.9999999999
2444.6780,5.829060e-03,9.398673e-04,5.679047e-02,1.645152e-03,7.599145e-01,0.9999999999
2448.0223,5.646272e-03,9.687817e-04,5.630173e-02,1.675589e-03,7.610134e-01,0.9999999999
2451.3666,5.475699e-03,9.992610e-04,5.580444e-02,1.706407e-03,7.621893e-01,0.9999999999
2454.7109,5.294336e-03,1.023397e-03,5.530719e-02,1.740384e-03,7.632357e-01,0.9999999999
2458.0552,5.123338e-03,1.052989e-03,5.481445e-02,1.768695e-03,7.644101e-01,0.9999999999
2461.3995,4.945242e-03,1.077256e-03,5.429970e-02,1.805501e-03,7.655302e-01,0.9999999999
2464.7438,4.775726e-03,1.100985e-03,5.381231e-02,1.835954e-03,7.666209e-01,0.9999999999
2468.0881,4.599828e-03,1.126977e-03,5.329210e-02,1.870648e-03,7.678139e-01,0.9999999999
2471.4324,4.435285e-03,1.145998e-03,5.278603e-02,1.903207e-03,7.688897e-01,0.9999999999
2474.7767,4.259995e-03,1.169094e-03,5.228129e-02,1.940404e-03,7.700698e-01,0.9999999999
2478.1210,4.101169e-03,1.188348e-03,5.175635e-02,1.969529e-03,7.711889e-01,0.9999999999
2481.4653,3.930697e-03,1.205164e-03,5.124281e-02,2.010316e-03,7.723298e-01,0.9999999999
2484.8095,3.773810e-03,1.223284e-03,5.073156e-02,2.038920e-03,7.735002e-01,0.9999999999
2488.1538,3.611032e-03,1.238039e-03,5.019106e-02,2.078846e-03,7.746125e-01,0.9999999999
2491.4981,3.457964e-03,1.250351e-03,4.968748e-02,2.109316e-03,7.757856e-01,0.9999999999
2494.8424,3.301214e-03,1.264606e-03,4.914463e-02,2.146942e-03,7.769465e-01,0.9999999999
2498.1867,3.153247e-03,1.272082e-03,4.861926e-02,2.180185e-03,7.780673e-01,0.9999999999
2501.5310,3.004569e-03,1.282936e-03,4.809735e-02,2.214589e-03,7.792539e-01,0.9999999999
2504.8753,2.860321e-03,1.288572e-03,4.754424e-02,2.248457e-03,7.804104e-01,0.9999999999
2508.2196,2.721152e-03,1.293609e-03,4.702871e-02,2.284770e-03,7.815454e-01,0.9999999999
2511.5639,2.581166e-03,1.297382e-03,4.647621e-02,2.312680e-03,7.827279e-01,0.9999999999
2514.9082,2.451125e-03,1.299279e-03,4.594436e-02,2.353404e-03,7.839038e-01,0.9999999999
2518.2525,2.317674e-03,1.297141e-03,4.539922e-02,2.378264e-03,7.850103e-01,0.9999999999
2521.5968,2.194171e-03,1.298324e-03,4.485824e-02,2.416076e-03,7.862514e-01,0.9999999999
2524.9411,2.070136e-03,1.291290e-03,4.431301e-02,2.443880e-03,7.873594e-01,0.9999999999
2528.2854,1.952829e-03,1.287951e-03,4.376854e-02,2.476740e-03,7.885286e-01,0.9999999999
2531.6296,1.836961e-03,1.280301e-03,4.321711e-02,2.503815e-03,7.897481e-01,0.9999999999
2534.9739,1.728250e-03,1.270180e-03,4.267925e-02,2.537676e-03,7.908284e-01,0.9999999999
2538.3182,1.619037e-03,1.261643e-03,4.211922e-02,2.559026e-03,7.920689e-01,0.9999999999
2541.6625,1.519581e-03,1.247570e-03,4.157735e-02,2.593073e-03,7.931987e-01,0.9999999999
2545.0068,1.417613e-03,1.234293e-03,4.102715e-02,2.614269e-03,7.943558e-01,0.9999999999
2548.3511,1.325996e-03,1.219852e-03,4.047694e-02,2.641632e-03,7.955498e-01,0.9999999999
2551.6954,1.233180e-03,1.201322e-03,3.992231e-02,2.664447e-03,7.966818e-01,0.9999999999
2555.0397,1.147730e-03,1.184060e-03,3.938475e-02,2.688717e-03,7.978561e-01,0.9999999999
2558.3840,1.064440e-03,1.164495e-03,3.882202e-02,2.706892e-03,7.990310e-01,0.9999999999
2561.7283,9.859309e-04,1.142270e-03,3.828234e-02,2.731417e-03,8.001369e-01,0.9999999999
2565.0726,9.105365e-04,1.121440e-03,3.773478e-02,2.744793e-03,8.013777e-01,0.9999999999
2568.4169,8.397738e-04,1.096645e-03,3.717887e-02,2.767454e-03,8.024334e-01,0.9999999999
2571.7612,7.718901e-04,1.073050e-03,3.664970e-02,2.778396e-03,8.036631e-01,0.9999999999
2575.1054,7.083921e-04,1.046344e-03,3.608775e-02,2.794774e-03,8.047703e-01,0.9999999999
2578.4497,6.479023e-04,1.021081e-03,3.555980e-02,2.808913e-03,8.059278e-01,0.9999999999
2581.7940,5.914812e-04,9.916499e-04,3.501269e-02,2.814992e-03,8.070515e-01,0.9999999999
2585.1383,5.376263e-04,9.657840e-04,3.447490e-02,2.829690e-03,8.082450e-01,0.9999999999
2588.4826,4.886268e-04,9.339424e-04,3.394199e-02,2.833953e-03,8.092812e-01,0.9999999999
2591.8269,4.404565e-04,9.069855e-04,3.340462e-02,2.839436e-03,8.105271e-01,0.9999999999
2595.1712,3.985438e-04,8.744506e-04,3.287984e-02,2.846757e-03,8.115599e-01,0.9999999999
2598.5155,3.562515e-04,8.454741e-04,3.234622e-02,2.844481e-03,8.127242e-01,0.9999999999
2601.8598,3.200717e-04,8.131741e-04,3.182483e-02,2.848276e-03,8.138489e-01,0.9999999999
2605.2041,2.841040e-04,7.825640e-04,3.130782e-02,2.846242e-03,8.149307e-01,0.9999999999
2608.5484,2.526870e-04,7.504283e-04,3.078254e-02,2.840481e-03,8.160510e-01,0.9999999999
2611.8927,2.227299e-04,7.195113e-04,3.027489e-02,2.839246e-03,8.171787e-01,0.9999999999
2615.2370,1.957995e-04,6.860788e-04,2.976692e-02,2.829224e-03,8.182149e-01,0.9999999999
2618.5813,1.710133e-04,6.570534e-04,2.925522e-02,2.820988e-03,8.193639e-01,0.9999999999
2621.9255,1.486026e-04,6.221798e-04,2.876119e-02,2.811198e-03,8.204237e-01,0.9999999999
2625.2698,1.280330e-04,5.938580e-04,2.826147e-02,2.797812e-03,8.214712e-01,0.9999999999
2628.6141,1.099972e-04,5.602211e-04,2.777222e-02,2.782417e-03,8.226188e-01,0.9999999999
2631.9584,9.310093e-05,5.315013e-04,2.728214e-02,2.768759e-03,8.235788e-01,0.9999999999
2635.3027,7.883993e-05,4.990361e-04,2.680835e-02,2.746696e-03,8.247421e-01,0.9999999999
2638.6470,6.545532e-05,4.715891e-04,2.632169e-02,2.731115e-03,8.257063e-01,0.9999999999
2641.9913,5.415332e-05,4.395907e-04,2.586313e-02,2.705523e-03,8.267930e-01,0.9999999999
2645.3356,4.408001e-05,4.134740e-04,2.538821e-02,2.683930e-03,8.278330e-01,0.9999999999
2648.6799,3.532171e-05,3.832619e-04,2.493386e-02,2.659630e-03,8.288176e-01,0.9999999999
